 ticks greenbelt-width aq asd greenbelt-position available-locations aq-distribution gb-influence center-outside 
 1480 15 0 0.5 20 30 "uniform" false 3 
 1726 15 0 0.5 20 30 "uniform" false 4 
 1631 15 0 0.5 20 30 "uniform" false 4 
 1722 15 0 0.5 20 30 "uniform" false 3 
 1846 15 0 0.5 20 30 "uniform" false 3 
 1852 15 0 0.5 20 30 "uniform" false 1 
 1625 15 0 0.5 20 30 "uniform" false 4 
 1117 15 0 0.5 20 30 "uniform" false 5 
 1811 15 0 0.5 20 30 "uniform" false 2 
 1845 15 0 0.5 20 30 "uniform" false 2 
 1339 15 0 0.5 20 30 "uniform" false 4 
 1709 15 0 0.5 20 30 "uniform" false 4 
 1176 15 0 0.5 20 30 "uniform" false 4 
 1810 15 0 0.5 20 30 "uniform" false 3 
 1846 15 0 0.5 20 30 "uniform" false 2 
 1616 15 0 0.5 20 30 "uniform" false 5 
 1652 15 0 0.5 20 30 "uniform" false 4 
 1776 15 0 0.5 20 30 "uniform" false 2 
 1311 15 0 0.5 20 30 "uniform" false 3 
 883 15 0 0.5 20 30 "uniform" false 4 
 1820 15 0 0.5 20 30 "uniform" false 3 
 1474 15 0 0.5 20 30 "uniform" false 3 
 1674 15 0 0.5 20 30 "uniform" false 3 
 1566 15 0 0.5 20 45 "uniform" false 3 
 1803 15 0 0.5 20 45 "uniform" false 4 
 1860 15 0 0.5 20 45 "uniform" false 2 
 1092 15 0 0.5 20 45 "uniform" false 3 
 1404 15 0 0.5 20 45 "uniform" false 3 
 1681 15 0 0.5 20 45 "uniform" false 3 
 1855 15 0 0.5 20 45 "uniform" false 3 
 1357 15 0 0.5 20 45 "uniform" false 4 
 1886 15 0 0.5 20 45 "uniform" false 0 
 1824 15 0 0.5 20 45 "uniform" false 3 
 1875 15 0 0.5 20 45 "uniform" false 2 
 1843 15 0 0.5 20 45 "uniform" false 3 
 1737 15 0 0.5 20 45 "uniform" false 4 
 1856 15 0 0.5 20 45 "uniform" false 3 
 1474 15 0 0.5 20 45 "uniform" false 3 
 1877 15 0 0.5 20 45 "uniform" false 1 
 1849 15 0 0.5 20 45 "uniform" false 3 
 1565 15 0 0.5 20 45 "uniform" false 3 
 1817 15 0 0.5 20 45 "uniform" false 4 
 1822 15 0 0.5 20 45 "uniform" false 3 
 1313 15 0 0.5 20 45 "uniform" false 4 
 1397 15 0 0.5 20 45 "uniform" false 3 
 1844 15 0 0.5 20 45 "uniform" false 3 
 1849 15 0 0.5 20 45 "uniform" false 3 
 1868 15 0 0.5 20 45 "uniform" false 1 
 1405 15 0 0.5 20 45 "uniform" false 3 
 1886 15 0 0.5 20 45 "uniform" false 2 
 966 15 0 0.5 20 45 "uniform" false 4 
 1711 15 0 0.5 20 45 "uniform" false 5 
 1567 15 0 0.5 20 45 "uniform" false 3 
 2850 15 0 0.5 40 15 "uniform" false 5 
 3326 15 0 0.5 40 15 "uniform" false 3 
 3390 15 0 0.5 40 15 "uniform" false 2 
 2566 15 0 0.5 40 15 "uniform" false 3 
 2100 15 0 0.5 40 15 "uniform" false 4 
 3083 15 0 0.5 40 15 "uniform" false 4 
 3399 15 0 0.5 40 15 "uniform" false 1 
 2612 15 0 0.5 40 15 "uniform" false 4 
 3360 15 0 0.5 40 15 "uniform" false 1 
 3262 15 0 0.5 40 15 "uniform" false 4 
 2790 15 0 0.5 40 15 "uniform" false 4 
 3413 15 0 0.5 40 15 "uniform" false 2 
 3367 15 0 0.5 40 15 "uniform" false 2 
 2192 15 0 0.5 40 15 "uniform" false 4 
 3367 15 0 0.5 40 15 "uniform" false 3 
 3318 15 0 0.5 40 15 "uniform" false 3 
 2623 15 0 0.5 40 15 "uniform" false 4 
 3011 15 0 0.5 40 15 "uniform" false 3 
 3159 15 0 0.5 40 15 "uniform" false 3 
 3247 15 0 0.5 40 15 "uniform" false 4 
 3325 15 0 0.5 40 15 "uniform" false 3 
 1952 15 0 0.5 40 15 "uniform" false 5 
 3159 15 0 0.5 40 15 "uniform" false 4 
 3386 15 0 0.5 40 15 "uniform" false 2 
 3099 15 0 0.5 40 15 "uniform" false 5 
 3373 15 0 0.5 40 15 "uniform" false 2 
 3330 15 0 0.5 40 15 "uniform" false 4 
 3292 15 0 0.5 40 15 "uniform" false 3 
 3277 15 0 0.5 40 15 "uniform" false 4 
 3123 15 0 0.5 40 15 "uniform" false 5 
 3445 15 0 0.5 40 30 "uniform" false 3 
 3471 15 0 0.5 40 30 "uniform" false 3 
 3285 15 0 0.5 40 30 "uniform" false 4 
 2861 15 0 0.5 40 30 "uniform" false 4 
 3412 15 0 0.5 40 30 "uniform" false 4 
 3399 15 0 0.5 40 30 "uniform" false 3 
 3442 15 0 0.5 40 30 "uniform" false 4 
 3390 15 0 0.5 40 30 "uniform" false 3 
 3449 15 0 0.5 40 30 "uniform" false 3 
 3472 15 0 0.5 40 30 "uniform" false 2 
 3485 15 0 0.5 40 30 "uniform" false 2 
 3459 15 0 0.5 40 30 "uniform" false 1 
 3479 15 0 0.5 40 30 "uniform" false 2 
 2863 15 0 0.5 40 30 "uniform" false 5 
 3442 15 0 0.5 40 30 "uniform" false 3 
 3241 15 0 0.5 40 30 "uniform" false 4 
 3463 15 0 0.5 40 30 "uniform" false 2 
 3486 15 0 0.5 40 30 "uniform" false 2 
 3369 15 0 0.5 40 30 "uniform" false 2 
 3477 15 0 0.5 40 30 "uniform" false 2 
 3331 15 0 0.5 40 30 "uniform" false 4 
 3499 15 0 0.5 40 30 "uniform" false 1 
 3431 15 0 0.5 40 30 "uniform" false 3 
 3383 15 0 0.5 40 30 "uniform" false 2 
 2542 15 0 0.5 40 30 "uniform" false 4 
 3353 15 0 0.5 40 30 "uniform" false 4 
 3445 15 0 0.5 40 30 "uniform" false 3 
 3450 15 0 0.5 40 30 "uniform" false 4 
 3491 15 0 0.5 40 30 "uniform" false 2 
 3494 15 0 0.5 40 30 "uniform" false 1 
 3478 15 0 0.5 40 45 "uniform" false 3 
 3421 15 0 0.5 40 45 "uniform" false 4 
 3501 15 0 0.5 40 45 "uniform" false 3 
 3363 15 0 0.5 40 45 "uniform" false 3 
 3480 15 0 0.5 40 45 "uniform" false 3 
 3456 15 0 0.5 40 45 "uniform" false 3 
 3501 15 0 0.5 40 45 "uniform" false 3 
 3496 15 0 0.5 40 45 "uniform" false 2 
 3477 15 0 0.5 40 45 "uniform" false 3 
 3499 15 0 0.5 40 45 "uniform" false 1 
 3299 15 0 0.5 40 45 "uniform" false 3 
 3497 15 0 0.5 40 45 "uniform" false 1 
 3474 15 0 0.5 40 45 "uniform" false 3 
 3454 15 0 0.5 40 45 "uniform" false 3 
 3491 15 0 0.5 40 45 "uniform" false 3 
 3473 15 0 0.5 40 45 "uniform" false 3 
 3430 15 0 0.5 40 45 "uniform" false 4 
 3497 15 0 0.5 40 45 "uniform" false 2 
 3406 15 0 0.5 40 45 "uniform" false 4 
 3244 15 0 0.5 40 45 "uniform" false 4 
 2744 15 0 0.5 40 45 "uniform" false 4 
 3399 15 0 0.5 40 45 "uniform" false 3 
 3502 15 0 0.5 40 45 "uniform" false 3 
 3500 15 0 0.5 40 45 "uniform" false 3 
 3444 15 0 0.5 40 45 "uniform" false 2 
 3490 15 0 0.5 40 45 "uniform" false 2 
 3500 15 0 0.5 40 45 "uniform" false 3 
 3495 15 0 0.5 40 45 "uniform" false 2 
 3295 15 0 0.5 40 45 "uniform" false 3 
 3484 15 0 0.5 40 45 "uniform" false 3 

 
